case_id,act_name,section_no_title,section_title,legal_text,case_type,case_facts,case_summary,petitioner,respondent,court_name,judge_name,filing_date,judgment_date,outcome,judgment_reason,citation,state,police_station_or_forum,advocate_name
INDLAW-1045,GST Act,Section 54 - Refund of tax,Refund of tax,Synthetic summary of Section 54 - Refund of tax. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Delectus debitis quis perferendis possimus eius consectetur. Laudantium suscipit soluta facilis velit ab quos. Possimus error consectetur recusandae est dolores non. Molestiae est porro.,"This case concerns Section 54 - Refund of tax under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Aarav Divan,Yashodhara Seshadri,"District Court, Mumbai",Nikita Keer,2020-10-12,2025-05-26,Settled,lack of evidence,411 AIR 2009 216,West Bengal,Local Police Station,Krishna Tara
INDLAW-1046,"Indian Evidence Act, 1872",Section 45 - Opinions of experts,Opinions of experts,Synthetic summary of Section 45 - Opinions of experts. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Praesentium a reiciendis totam animi est facilis. A odit eaque. Voluptas dolor accusamus ipsa eum. Natus aliquam quidem sequi error.,"This case concerns Section 45 - Opinions of experts under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Hamsini Sabharwal,Nimrat Hayer,Cyber Crime Court,Upkaar Sastry,2020-09-16,2026-02-25,Convicted,bail granted on conditions,912 AIR 2025 754,Maharashtra,GST Intelligence Unit,Januja Gour
INDLAW-1047,Code of Criminal Procedure (CrPC),Section 154 - Information in cognizable cases,Information in cognizable cases,Synthetic summary of Section 154 - Information in cognizable cases. This entry is generated for academic and project use only and does not reproduce official statutory text.,Tax Dispute,Omnis quidem maiores mollitia. Illum nesciunt suscipit provident.,"This case concerns Section 154 - Information in cognizable cases under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Gauri Baria,Leela Nori,High Court of Madras,Faraj Thaker,2019-01-26,2025-10-05,Convicted,consumer deficiency proved,330 AIR 2025 204,Maharashtra,Central Crime Branch,Vedhika Gade
INDLAW-1048,Indian Penal Code (IPC),Section 379 - Theft,Theft,Synthetic summary of Section 379 - Theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Totam dolores ratione accusantium enim dolores.,"This case concerns Section 379 - Theft under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Aarini Buch,Watika Khosla,High Court of Madras,Warhi Chanda,2019-12-26,2025-06-15,Pending,labour benefit granted,744 AIR 2018 200,West Bengal,Labour Commissioner Office,Upasna Dani
INDLAW-1049,GST Act,Section 31 - Tax invoice,Tax invoice,Synthetic summary of Section 31 - Tax invoice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Vero aliquam hic sed nam. Maiores illo autem qui possimus voluptates. Adipisci minus nostrum dicta. Exercitationem necessitatibus voluptates voluptatibus placeat.,"This case concerns Section 31 - Tax invoice under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Ladli Ramachandran,Faras Patel,Supreme Court of India,Frado Dhingra,2024-09-25,2025-12-21,Dismissed,labour benefit granted,324 AIR 2005 824,Gujarat,Central Crime Branch,Harsh Singhal
INDLAW-1050,"Consumer Protection Act, 2019",Section 2(47) - Unfair trade practice,Unfair trade practice,Synthetic summary of Section 2(47) - Unfair trade practice. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Unde fugit voluptatum velit sit sit. Magni vitae accusamus esse quisquam tenetur odio. Quis facere harum dolor explicabo voluptas corrupti harum.,"This case concerns Section 2(47) - Unfair trade practice under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Turvi Ben,Vidhi Acharya,Cyber Crime Court,Ubika Virk,2021-10-30,2025-07-20,Partly Allowed,bail granted on conditions,783 AIR 2016 573,Telangana,Labour Commissioner Office,Aryan Kakar
INDLAW-1051,"Consumer Protection Act, 2019",Section 38 - Procedure on admission of complaint,Procedure on admission of complaint,Synthetic summary of Section 38 - Procedure on admission of complaint. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Sunt perspiciatis neque ratione sunt consequatur distinctio. Hic hic esse repellat numquam eligendi. Tenetur repellat dolor esse.,"This case concerns Section 38 - Procedure on admission of complaint under the Consumer Protection Act, 2019, involving allegations reviewed by the court based on submitted facts and records.",Om Mannan,Rayaan Raj,High Court of Delhi,Dalaja Mander,2020-12-23,2025-12-08,Pending,bail granted on conditions,365 AIR 2024 254,Kerala,Local Police Station,Damyanti Bhardwaj
INDLAW-1052,Labour Laws,Payment of Wages Act - Responsibility for payment of wages,Responsibility for payment of wages,Synthetic summary of Payment of Wages Act - Responsibility for payment of wages. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Dignissimos maiores ipsam. Quo minima nulla dignissimos est hic. Eaque esse ad.,"This case concerns Payment of Wages Act - Responsibility for payment of wages under the Labour Laws, involving allegations reviewed by the court based on submitted facts and records.",Jason Hayer,Irya Kari,Cyber Crime Court,Zaid Bala,2022-08-26,2026-02-14,Dismissed,consumer deficiency proved,340 AIR 2008 344,Telangana,Local Police Station,Indira Rama
INDLAW-1053,Code of Criminal Procedure (CrPC),Section 125 - Maintenance,Maintenance,Synthetic summary of Section 125 - Maintenance. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Fuga voluptatem reprehenderit ipsum itaque. Quaerat omnis explicabo quo soluta.,"This case concerns Section 125 - Maintenance under the Code of Criminal Procedure (CrPC), involving allegations reviewed by the court based on submitted facts and records.",Jagat Wason,Balveer Chahal,"District Court, Chennai",Radha Bala,2023-10-16,2025-06-13,Settled,constitutional remedy granted,823 AIR 2006 66,West Bengal,Labour Commissioner Office,Luke Bali
INDLAW-1054,"Indian Evidence Act, 1872",Section 65B - Electronic records,Electronic records,Synthetic summary of Section 65B - Electronic records. This entry is generated for academic and project use only and does not reproduce official statutory text.,Cyber Crime Case,Possimus nihil eveniet fugit quasi corrupti. Officiis quos voluptatibus inventore. Doloremque exercitationem aperiam natus ullam.,"This case concerns Section 65B - Electronic records under the Indian Evidence Act, 1872, involving allegations reviewed by the court based on submitted facts and records.",Ryan Gola,Jai Dhingra,"Labour Court, Chennai",Qadim Suresh,2022-06-14,2025-08-22,Allowed,electronic evidence accepted,952 AIR 2013 399,Tamil Nadu,Local Police Station,Yoshita Dass
INDLAW-1055,GST Act,Section 54 - Refund of tax,Refund of tax,Synthetic summary of Section 54 - Refund of tax. This entry is generated for academic and project use only and does not reproduce official statutory text.,Criminal Appeal,Labore porro earum maiores. Est odio eos consequuntur. Quam atque alias non quod repudiandae commodi ducimus.,"This case concerns Section 54 - Refund of tax under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Jyoti Pradhan,Hemal Hegde,Consumer Disputes Redressal Commission,Ekani Kuruvilla,2024-05-24,2025-10-24,Acquitted,labour benefit granted,973 AIR 2026 430,Karnataka,Labour Commissioner Office,Aachal Chahal
INDLAW-1056,"Information Technology Act, 2000",Section 66C - Identity theft,Identity theft,Synthetic summary of Section 66C - Identity theft. This entry is generated for academic and project use only and does not reproduce official statutory text.,Labour Dispute,Sint doloribus blanditiis eveniet quos. Quod voluptate repellendus. Suscipit maxime quam ad.,"This case concerns Section 66C - Identity theft under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Vrishti Modi,Gaurav Tata,Cyber Crime Court,Amara Choudhary,2021-06-09,2026-01-04,Allowed,labour benefit granted,444 AIR 2021 696,West Bengal,GST Intelligence Unit,Nikita Saha
INDLAW-1057,Code of Civil Procedure (CPC),Section 10 - Stay of suit,Stay of suit,Synthetic summary of Section 10 - Stay of suit. This entry is generated for academic and project use only and does not reproduce official statutory text.,Writ Petition,Accusamus ullam fugiat error. Id ea quas assumenda magnam iusto tempora dolorem.,"This case concerns Section 10 - Stay of suit under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",George Kamdar,Jeremiah Sodhi,Supreme Court of India,Krisha Bali,2021-10-15,2026-03-01,Settled,lack of evidence,185 AIR 2020 439,Maharashtra,Labour Commissioner Office,Saumya Basak
INDLAW-1058,Code of Civil Procedure (CPC),Section 9 - Courts to try all civil suits,Courts to try all civil suits,Synthetic summary of Section 9 - Courts to try all civil suits. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Eos nostrum consectetur occaecati delectus soluta. Ea sequi eum totam similique unde eum.,"This case concerns Section 9 - Courts to try all civil suits under the Code of Civil Procedure (CPC), involving allegations reviewed by the court based on submitted facts and records.",Ekbal Sibal,Aadi Bansal,"Labour Court, Chennai",Isaac Wadhwa,2018-08-03,2025-09-14,Remanded,electronic evidence accepted,565 AIR 2010 346,West Bengal,Consumer Forum,Guneet Peri
INDLAW-1059,GST Act,Section 50 - Interest on delayed payment,Interest on delayed payment,Synthetic summary of Section 50 - Interest on delayed payment. This entry is generated for academic and project use only and does not reproduce official statutory text.,Civil Suit,Dignissimos aliquam atque ea nihil in. Ex repudiandae incidunt voluptatem eum consequatur modi. Explicabo delectus ea labore ex.,"This case concerns Section 50 - Interest on delayed payment under the GST Act, involving allegations reviewed by the court based on submitted facts and records.",Jason Setty,Champak Kapoor,Cyber Crime Court,Falak Loke,2018-08-08,2026-04-01,Allowed,lack of evidence,458 AIR 2007 666,Delhi,GST Intelligence Unit,Farhan Krish
INDLAW-1060,Indian Penal Code (IPC),Section 302 - Murder,Murder,Synthetic summary of Section 302 - Murder. This entry is generated for academic and project use only and does not reproduce official statutory text.,Bail Application,Aliquam repudiandae excepturi in consectetur voluptates placeat ea. Nostrum quas illum asperiores ullam inventore minus placeat.,"This case concerns Section 302 - Murder under the Indian Penal Code (IPC), involving allegations reviewed by the court based on submitted facts and records.",Kritika Raman,Urmi Sandal,"District Court, Chennai",Naksh Mahajan,2020-12-11,2026-04-17,Allowed,constitutional remedy granted,344 AIR 2004 485,Delhi,Local Police Station,Chandresh Chacko
INDLAW-1061,"Information Technology Act, 2000",Section 66D - Cheating by personation using computer resources,Cheating by personation using computer resources,Synthetic summary of Section 66D - Cheating by personation using computer resources. This entry is generated for academic and project use only and does not reproduce official statutory text.,Consumer Complaint,Nobis optio nulla alias quam aliquam explicabo. Libero enim ratione. Dolores corrupti quas cumque repellat architecto. Harum qui provident ut.,"This case concerns Section 66D - Cheating by personation using computer resources under the Information Technology Act, 2000, involving allegations reviewed by the court based on submitted facts and records.",Harini Bath,Onveer Pau,Consumer Disputes Redressal Commission,Kalpit Goyal,2024-07-30,2026-02-28,Partly Allowed,procedural violation,896 AIR 2026 168,Kerala,Central Crime Branch,Dalaja Iyer
